Party Name,Number of Diamonds,First Color of Diamond,Second Color of Diamond,Third Color of Diamond,Shape,Quantity,Date,Choice,Type
Shiv VipulBhai,8,Ruby,Green,Ruby,Star,18,2024-10-28,yes,plain
Aditi Ornaments,3,Ruby,Pink,White,Marquise,22,2024-04-06,yes,micro
AshishBhai,3,Purple,Purple,Pink,Oval,26,2024-10-02,yes,plain
MRP MukeshBhai,8,Purple,Ruby,White,Star,14,2024-04-02,no,plain
AshishBhai,5,Ruby,Green,Blue,Flower,18,2025-02-22,yes,micro
SanjayBhai,7,Ruby,Purple,Blue,Flower,26,2024-09-14,yes,micro
MRP MukeshBhai,2,Purple,White,Pink,Heart,6,2023-05-02,no,micro
SanjayBhai,3,Ruby,Ruby,White,Hexagon,22,2025-02-11,yes,micro
AshishBhai,2,Purple,Pink,Blue,Oval,14,2023-07-17,no,micro
SanjayBhai,3,Blue,Pink,Green,Club,26,2024-01-15,yes,micro
MRP MukeshBhai,5,White,Purple,Green,Square,6,2024-10-15,yes,plain
VirajBhai,6,Blue,White,Green,Diamond,22,2024-03-25,yes,micro
Aditi Ornaments,1,Blue,Blue,White,Marquise,22,2024-06-28,yes,plain
SanjayBhai,2,Blue,Pink,Purple,Oval,18,2024-09-20,yes,micro
RakeshBhai,2,Ruby,Green,Purple,Club,18,2023-09-11,yes,micro
AshishBhai,5,White,Blue,Purple,Club,10,2024-10-20,yes,plain
MRP MukeshBhai,1,Purple,Ruby,Purple,Round,14,2024-08-08,no,plain
MRP MukeshBhai,2,Green,Blue,Green,Heart,18,2023-08-19,yes,plain
Aditi Ornaments,1,Green,Green,Pink,Marquise,18,2023-10-22,yes,micro
AshishBhai,3,Pink,Green,Ruby,Hexagon,2,2025-01-14,yes,micro
Aditi Ornaments,7,Blue,Purple,Ruby,Star,22,2024-02-11,yes,micro
RakeshBhai,2,Blue,White,Blue,Oval,22,2024-11-08,yes,micro
MRP MukeshBhai,6,White,Green,White,Hexagon,22,2023-07-04,yes,micro
RakeshBhai,5,Purple,Ruby,Green,Heart,26,2024-02-22,no,plain
MRP MukeshBhai,4,Purple,Ruby,White,Star,14,2024-06-26,no,micro
MRP MukeshBhai,4,Blue,Blue,White,Heart,2,2023-03-15,yes,micro
VirajBhai,3,Green,Pink,White,Marquise,10,2024-10-25,yes,micro
VirajBhai,5,White,Purple,Ruby,Club,18,2024-06-23,yes,micro
VirajBhai,3,Green,White,Green,Square,6,2023-05-29,no,plain
Shiv VipulBhai,3,Ruby,Purple,Pink,Marquise,22,2024-04-07,yes,micro
VirajBhai,8,White,Pink,Green,Hexagon,10,2023-10-01,yes,plain
SanjayBhai,4,Green,Purple,Pink,Flower,2,2023-03-26,no,micro
Shiv VipulBhai,3,Purple,Green,Green,Round,18,2024-01-08,yes,micro
VirajBhai,2,White,Ruby,Pink,Oval,2,2024-12-17,no,plain
VirajBhai,1,Pink,Purple,Blue,Oval,2,2024-08-11,no,micro
Aditi Ornaments,1,Ruby,White,Purple,Round,14,2024-08-29,yes,micro
VirajBhai,5,White,Ruby,Green,Star,6,2024-10-19,yes,plain
SanjayBhai,5,White,Purple,Blue,Heart,26,2024-05-23,yes,micro
SanjayBhai,2,Blue,Blue,Blue,Marquise,2,2025-02-11,yes,plain
SanjayBhai,2,White,White,Pink,Heart,26,2023-10-25,yes,plain
Shiv VipulBhai,4,Pink,Purple,Pink,Star,18,2023-05-07,yes,plain
Shiv VipulBhai,3,Ruby,White,Ruby,Club,26,2024-07-28,yes,plain
VirajBhai,7,Blue,Blue,Ruby,Flower,18,2024-10-09,yes,micro
Shiv VipulBhai,2,Pink,Blue,Pink,Round,18,2024-12-05,yes,plain
MRP MukeshBhai,2,Green,Purple,Purple,Round,26,2023-08-13,yes,micro
Aditi Ornaments,4,Pink,Purple,White,Diamond,2,2024-10-29,no,micro
Shiv VipulBhai,3,White,Green,Purple,Oval,10,2024-07-28,yes,micro
VirajBhai,6,Green,Ruby,White,Square,22,2024-04-09,yes,micro
MRP MukeshBhai,2,Green,Blue,Ruby,Club,26,2024-09-18,yes,plain
RakeshBhai,3,Ruby,Purple,Ruby,Flower,6,2023-08-08,yes,plain
SanjayBhai,3,Green,Ruby,Ruby,Star,14,2024-02-24,no,plain
AshishBhai,3,Purple,White,White,Round,2,2023-07-02,yes,micro
Aditi Ornaments,3,Purple,Pink,Ruby,Club,14,2024-11-19,yes,micro
Shiv VipulBhai,3,White,Green,Green,Diamond,2,2023-06-30,no,micro
AshishBhai,2,White,Blue,Purple,Marquise,14,2023-12-22,yes,micro
VirajBhai,6,Green,Purple,Pink,Square,18,2025-01-18,no,micro
MRP MukeshBhai,1,Blue,White,Pink,Marquise,22,2024-09-18,yes,micro
MRP MukeshBhai,7,Ruby,Pink,Blue,Hexagon,14,2024-11-23,yes,micro
RakeshBhai,4,Green,Green,White,Star,14,2024-08-02,yes,micro
Aditi Ornaments,3,Green,White,Ruby,Oval,2,2025-02-21,no,micro
AshishBhai,4,White,Blue,Pink,Diamond,14,2023-12-23,yes,plain
VirajBhai,6,Green,White,Ruby,Diamond,2,2024-06-14,yes,plain
SanjayBhai,2,Purple,White,Purple,Round,2,2024-12-22,yes,plain
RakeshBhai,1,Pink,White,White,Marquise,14,2023-10-15,no,plain
SanjayBhai,2,Purple,Blue,White,Heart,22,2024-01-26,yes,micro
MRP MukeshBhai,2,Green,White,Pink,Square,6,2023-06-16,yes,micro
Aditi Ornaments,6,Pink,Ruby,Purple,Heart,10,2023-08-07,yes,micro
SanjayBhai,2,Pink,Green,Purple,Club,18,2023-12-02,yes,micro
MRP MukeshBhai,6,Ruby,Blue,White,Club,10,2024-12-07,yes,micro
SanjayBhai,4,Purple,Ruby,Purple,Hexagon,14,2023-11-15,yes,micro
SanjayBhai,3,Pink,White,Ruby,Star,14,2023-05-09,yes,plain
AshishBhai,2,Purple,Green,Blue,Oval,10,2023-05-10,no,plain
MRP MukeshBhai,4,Ruby,Pink,Blue,Star,6,2023-12-02,yes,micro
VirajBhai,4,Blue,Ruby,Ruby,Hexagon,2,2023-07-20,yes,micro
VirajBhai,4,White,Green,Green,Hexagon,26,2025-02-23,yes,micro
RakeshBhai,3,White,Purple,Purple,Flower,2,2024-09-05,yes,micro
MRP MukeshBhai,4,Ruby,Purple,Green,Hexagon,10,2025-01-10,yes,micro
RakeshBhai,8,Green,White,White,Star,22,2025-01-06,yes,plain
SanjayBhai,6,Purple,Blue,Pink,Diamond,6,2023-08-17,yes,plain
AshishBhai,3,Purple,Ruby,Ruby,Square,14,2023-07-19,yes,micro
Shiv VipulBhai,4,Ruby,Purple,Purple,Square,26,2024-05-21,yes,plain
Aditi Ornaments,3,Ruby,Ruby,Pink,Marquise,14,2023-10-06,yes,plain
VirajBhai,1,White,Pink,White,Marquise,22,2023-04-14,yes,micro
SanjayBhai,2,White,Purple,Blue,Round,10,2024-09-07,yes,micro
MRP MukeshBhai,3,Blue,Blue,Green,Square,22,2024-09-27,yes,plain
MRP MukeshBhai,6,White,Blue,Blue,Hexagon,26,2024-05-24,yes,micro
Aditi Ornaments,3,Blue,Ruby,White,Round,6,2024-11-24,yes,micro
SanjayBhai,3,Green,White,Green,Club,18,2024-02-06,yes,plain
VirajBhai,3,Green,Purple,Purple,Marquise,26,2024-10-19,no,micro
AshishBhai,3,Purple,Green,Blue,Marquise,18,2024-08-07,yes,micro
Aditi Ornaments,3,Green,White,Purple,Oval,22,2023-08-14,yes,micro
SanjayBhai,2,Pink,Purple,Purple,Oval,6,2023-05-31,yes,micro
AshishBhai,1,Blue,Ruby,Ruby,Round,22,2024-03-31,yes,plain
AshishBhai,1,Ruby,White,Pink,Oval,14,2023-06-15,yes,micro
MRP MukeshBhai,5,White,White,Green,Star,14,2023-07-02,no,micro
VirajBhai,6,Green,Purple,Pink,Club,14,2023-04-09,yes,micro
RakeshBhai,6,White,Purple,White,Diamond,14,2024-01-02,yes,micro
MRP MukeshBhai,2,White,Ruby,Ruby,Marquise,22,2023-07-24,yes,micro
SanjayBhai,5,White,Ruby,Green,Heart,2,2025-01-16,yes,micro
VirajBhai,2,Purple,Blue,White,Round,2,2024-04-10,yes,plain
SanjayBhai,7,White,White,Ruby,Hexagon,2,2025-03-04,no,micro
Aditi Ornaments,6,Purple,Green,Purple,Club,2,2023-03-25,yes,plain
SanjayBhai,8,Purple,White,Green,Flower,2,2024-09-12,no,micro
SanjayBhai,1,Green,Green,Purple,Oval,18,2025-02-27,yes,plain
RakeshBhai,2,Pink,Green,Blue,Oval,2,2024-10-15,yes,micro
SanjayBhai,4,Green,Green,Ruby,Diamond,6,2025-01-02,yes,plain
RakeshBhai,8,Purple,Blue,Green,Hexagon,22,2025-03-01,yes,plain
VirajBhai,5,Green,White,Pink,Square,6,2023-09-28,no,plain
MRP MukeshBhai,1,Green,Pink,Blue,Marquise,2,2024-07-22,no,micro
MRP MukeshBhai,3,Green,White,Blue,Oval,6,2025-03-02,yes,plain
MRP MukeshBhai,3,Ruby,White,Blue,Heart,18,2023-07-27,yes,plain
RakeshBhai,1,Blue,Blue,Purple,Round,6,2024-04-08,yes,plain
Aditi Ornaments,6,Green,Purple,Green,Club,6,2023-10-02,yes,micro
AshishBhai,5,Green,Green,Blue,Club,26,2024-12-03,yes,micro
SanjayBhai,2,Purple,Pink,White,Diamond,6,2024-06-23,no,micro
VirajBhai,8,Green,Pink,Green,Star,22,2024-04-30,yes,micro
AshishBhai,4,Green,Green,Blue,Diamond,26,2024-02-28,yes,plain
VirajBhai,6,Purple,Blue,Green,Heart,6,2023-11-29,yes,plain
Shiv VipulBhai,3,White,Blue,Blue,Hexagon,22,2024-05-19,yes,plain
RakeshBhai,2,Green,Purple,White,Diamond,26,2024-12-15,yes,micro
VirajBhai,5,Blue,Blue,White,Diamond,26,2025-01-18,yes,micro
VirajBhai,3,Ruby,Purple,White,Oval,14,2024-11-28,yes,plain
SanjayBhai,4,Pink,Pink,Green,Hexagon,14,2023-09-22,yes,plain
VirajBhai,3,Ruby,Purple,Green,Diamond,14,2023-04-06,yes,micro
SanjayBhai,1,White,White,Purple,Oval,14,2024-02-03,no,plain
MRP MukeshBhai,3,Blue,Ruby,Purple,Hexagon,6,2023-07-25,yes,plain
Aditi Ornaments,6,Purple,Ruby,Blue,Club,6,2024-02-16,yes,micro
Shiv VipulBhai,3,White,Green,Ruby,Marquise,18,2024-10-23,yes,plain
VirajBhai,3,White,Green,Green,Round,2,2024-06-21,yes,plain
Shiv VipulBhai,1,White,Green,Pink,Round,26,2024-01-01,yes,plain
Shiv VipulBhai,6,Blue,Pink,White,Square,18,2023-05-22,yes,plain
MRP MukeshBhai,4,Pink,Purple,Blue,Diamond,18,2024-11-29,yes,plain
VirajBhai,7,White,Pink,Green,Flower,22,2024-12-31,yes,plain
Aditi Ornaments,6,Purple,Green,Blue,Square,6,2023-11-16,yes,plain
MRP MukeshBhai,2,Ruby,Ruby,Purple,Round,6,2024-05-20,yes,plain
SanjayBhai,6,White,Purple,Ruby,Star,10,2024-04-03,yes,plain
SanjayBhai,3,Ruby,Pink,Blue,Heart,10,2023-07-07,yes,plain
RakeshBhai,5,Pink,White,White,Hexagon,10,2024-02-25,yes,plain
RakeshBhai,4,White,White,White,Hexagon,10,2024-04-20,no,plain
MRP MukeshBhai,7,Blue,Ruby,Green,Star,18,2024-09-20,yes,plain
SanjayBhai,1,Pink,White,Ruby,Marquise,22,2023-11-25,yes,micro
VirajBhai,5,Ruby,Ruby,Blue,Flower,2,2024-09-30,yes,micro
MRP MukeshBhai,3,Green,Blue,Pink,Square,6,2024-06-28,yes,plain
AshishBhai,3,White,White,Green,Round,2,2024-09-18,yes,plain
VirajBhai,3,Blue,White,Ruby,Hexagon,18,2024-10-10,yes,micro
RakeshBhai,6,Pink,Blue,Purple,Heart,14,2024-06-13,yes,micro
SanjayBhai,5,White,Green,Purple,Square,14,2024-01-20,yes,micro
VirajBhai,3,Blue,Pink,Pink,Round,14,2023-05-29,yes,micro
SanjayBhai,3,Purple,Blue,Green,Oval,22,2023-09-25,yes,plain
Shiv VipulBhai,2,Ruby,White,Pink,Square,6,2024-07-31,no,micro
Shiv VipulBhai,2,Ruby,Pink,White,Oval,10,2024-01-16,no,plain
SanjayBhai,6,Green,Pink,Pink,Square,18,2024-04-05,yes,plain
SanjayBhai,5,Green,Purple,Blue,Hexagon,2,2023-07-19,yes,micro
VirajBhai,5,Green,White,Blue,Star,22,2024-05-05,yes,micro
RakeshBhai,4,Pink,Blue,White,Heart,26,2025-01-14,no,plain
AshishBhai,2,Purple,Purple,Green,Marquise,22,2023-12-08,yes,micro
MRP MukeshBhai,5,Ruby,Ruby,Purple,Hexagon,26,2024-10-22,yes,plain
Shiv VipulBhai,6,Ruby,White,Blue,Square,22,2023-10-12,yes,micro
Aditi Ornaments,6,White,Ruby,White,Club,14,2023-12-07,yes,micro
RakeshBhai,5,Green,Pink,Pink,Hexagon,22,2023-04-12,yes,micro
VirajBhai,3,Green,Green,Green,Round,22,2023-08-22,yes,micro
SanjayBhai,6,White,Ruby,Purple,Heart,18,2023-09-07,yes,micro
RakeshBhai,2,Pink,Green,White,Square,10,2024-03-01,yes,plain
AshishBhai,1,White,Pink,Green,Oval,10,2024-08-19,yes,micro
Aditi Ornaments,4,White,Purple,Green,Hexagon,26,2024-09-25,yes,micro
Aditi Ornaments,2,Blue,Purple,Blue,Oval,26,2023-07-05,yes,plain
Aditi Ornaments,1,Pink,Blue,Ruby,Marquise,6,2023-10-18,yes,micro
Aditi Ornaments,5,Ruby,Ruby,White,Heart,18,2024-11-08,yes,plain
RakeshBhai,1,Green,Blue,Green,Round,10,2023-04-30,yes,micro
VirajBhai,3,White,Green,Blue,Oval,22,2025-01-26,yes,micro
MRP MukeshBhai,4,Green,Blue,Ruby,Club,10,2024-01-25,yes,plain
Shiv VipulBhai,5,Green,Ruby,Blue,Diamond,10,2024-01-23,yes,micro
AshishBhai,4,Pink,Pink,Ruby,Club,18,2024-01-10,yes,micro
MRP MukeshBhai,6,Ruby,Pink,White,Club,6,2023-04-03,yes,micro
RakeshBhai,7,Green,Green,White,Hexagon,14,2024-05-17,no,plain
VirajBhai,1,White,Pink,Pink,Marquise,18,2025-01-01,yes,plain
Shiv VipulBhai,5,White,Blue,White,Square,10,2024-12-04,no,plain
VirajBhai,5,Pink,Green,Purple,Diamond,18,2025-01-03,yes,micro
AshishBhai,1,Blue,Blue,Purple,Oval,26,2024-11-28,yes,micro
MRP MukeshBhai,2,White,White,White,Round,2,2024-12-07,yes,plain
SanjayBhai,4,Blue,Pink,Pink,Club,10,2024-01-02,yes,plain
MRP MukeshBhai,3,Purple,White,Pink,Oval,14,2025-01-05,yes,plain
Shiv VipulBhai,1,Blue,Pink,White,Round,2,2024-10-16,yes,plain
AshishBhai,3,Blue,Green,Blue,Diamond,2,2024-07-20,yes,micro
AshishBhai,5,White,Purple,White,Star,22,2023-05-11,yes,plain
AshishBhai,2,Ruby,White,Green,Marquise,26,2024-04-20,yes,plain
Aditi Ornaments,1,Pink,Purple,Pink,Marquise,6,2024-01-22,yes,plain
VirajBhai,4,Green,White,Pink,Hexagon,6,2024-10-13,yes,plain
MRP MukeshBhai,6,Purple,Pink,Blue,Flower,2,2023-07-15,yes,plain
AshishBhai,2,Pink,Purple,Pink,Heart,22,2024-04-19,yes,plain
VirajBhai,6,Green,Pink,Blue,Star,26,2023-07-12,yes,micro
RakeshBhai,2,Pink,Ruby,Blue,Marquise,14,2023-09-29,no,plain
SanjayBhai,2,Pink,Purple,Green,Oval,18,2024-12-06,yes,micro
VirajBhai,4,White,White,Ruby,Club,2,2024-08-09,yes,micro
MRP MukeshBhai,5,White,Blue,Green,Star,2,2024-09-10,yes,plain
Aditi Ornaments,3,Blue,Purple,Purple,Flower,22,2024-04-12,yes,plain
Shiv VipulBhai,4,Ruby,Blue,Purple,Heart,10,2023-10-27,no,plain
RakeshBhai,5,Blue,Purple,Ruby,Diamond,2,2024-02-23,no,micro
VirajBhai,8,Ruby,Blue,Ruby,Hexagon,14,2024-01-29,yes,plain
SanjayBhai,5,Green,Green,White,Club,10,2023-10-17,yes,micro
Shiv VipulBhai,5,Pink,Pink,Green,Heart,18,2023-11-27,yes,plain
SanjayBhai,4,Blue,White,Ruby,Club,22,2023-06-12,yes,micro
Shiv VipulBhai,3,Blue,Blue,White,Heart,10,2023-10-21,yes,micro
AshishBhai,1,White,Pink,Green,Oval,14,2024-06-07,yes,plain
VirajBhai,6,Purple,Purple,White,Club,14,2023-04-04,yes,plain
SanjayBhai,7,Purple,White,Pink,Star,18,2025-02-13,yes,plain
Shiv VipulBhai,5,Pink,Purple,Ruby,Heart,26,2024-12-28,yes,plain
RakeshBhai,6,Blue,Pink,Purple,Diamond,26,2025-02-21,yes,micro
RakeshBhai,3,Ruby,White,Green,Marquise,14,2024-12-23,yes,plain
AshishBhai,6,Green,White,Green,Diamond,6,2023-10-30,yes,micro
Aditi Ornaments,5,Green,Pink,Ruby,Heart,22,2024-03-13,yes,micro
RakeshBhai,5,Ruby,Ruby,Green,Diamond,6,2023-12-06,no,micro
MRP MukeshBhai,2,Ruby,Purple,Blue,Oval,26,2023-08-23,yes,micro
MRP MukeshBhai,3,Green,Pink,Pink,Oval,2,2023-05-16,yes,micro
RakeshBhai,2,Green,Pink,Pink,Marquise,6,2024-12-30,yes,micro
MRP MukeshBhai,3,White,Green,Green,Oval,22,2023-04-11,yes,micro
MRP MukeshBhai,4,Ruby,Ruby,Green,Diamond,2,2023-06-11,yes,plain
Aditi Ornaments,6,Pink,Ruby,Pink,Club,22,2023-11-11,yes,plain
AshishBhai,8,Green,Blue,White,Hexagon,10,2024-03-23,yes,micro
Shiv VipulBhai,5,Ruby,Blue,White,Club,26,2023-11-09,yes,plain
VirajBhai,7,Green,Blue,Green,Star,18,2023-11-20,yes,plain
RakeshBhai,4,Green,Blue,Pink,Heart,22,2023-08-30,no,plain
Aditi Ornaments,3,Green,Pink,Pink,Diamond,14,2025-01-12,yes,micro
RakeshBhai,2,White,Purple,Blue,Round,26,2024-02-26,yes,micro
MRP MukeshBhai,5,Purple,Green,Pink,Club,10,2023-07-13,yes,plain
MRP MukeshBhai,1,White,Green,Purple,Oval,22,2023-10-23,yes,micro
MRP MukeshBhai,3,White,Purple,White,Hexagon,10,2023-06-28,yes,plain
VirajBhai,1,Green,Blue,Blue,Oval,14,2024-11-02,no,micro
RakeshBhai,2,Ruby,Green,Purple,Round,10,2023-06-28,yes,micro
Aditi Ornaments,2,White,Ruby,Blue,Round,2,2024-11-05,yes,plain
Aditi Ornaments,5,White,Ruby,Purple,Flower,10,2024-09-17,yes,plain
AshishBhai,5,Purple,Purple,Pink,Star,18,2024-12-14,no,micro
VirajBhai,7,Ruby,Blue,White,Hexagon,18,2024-01-09,yes,plain
Aditi Ornaments,5,Blue,Pink,Pink,Square,6,2023-06-03,yes,plain
RakeshBhai,5,Ruby,Green,Blue,Square,10,2024-02-06,no,plain
MRP MukeshBhai,3,Green,Blue,Blue,Oval,22,2024-06-08,yes,plain
MRP MukeshBhai,5,White,Pink,Pink,Square,22,2023-04-06,yes,micro
MRP MukeshBhai,6,White,Pink,Purple,Flower,14,2024-05-10,yes,micro
RakeshBhai,6,White,Green,Green,Heart,18,2024-07-10,yes,plain
SanjayBhai,3,Ruby,Pink,Ruby,Square,2,2023-08-12,yes,plain
MRP MukeshBhai,5,White,Green,Green,Flower,6,2024-06-25,no,plain
Shiv VipulBhai,3,Green,Ruby,Ruby,Club,2,2024-06-03,yes,plain
VirajBhai,6,Purple,Blue,Ruby,Heart,22,2025-01-27,yes,micro
Shiv VipulBhai,4,Ruby,Blue,Purple,Heart,2,2024-01-27,yes,micro
VirajBhai,2,Pink,Green,Ruby,Diamond,22,2023-04-06,yes,micro
RakeshBhai,3,Purple,Purple,Purple,Marquise,6,2024-11-09,no,micro
AshishBhai,1,Pink,Purple,Blue,Marquise,22,2023-10-27,yes,plain
Shiv VipulBhai,3,White,Purple,Ruby,Marquise,14,2024-04-22,no,plain
VirajBhai,5,Ruby,Blue,Purple,Club,22,2024-09-16,yes,micro
AshishBhai,2,Purple,Pink,Pink,Marquise,22,2023-06-03,yes,micro
MRP MukeshBhai,6,Ruby,Ruby,White,Heart,26,2024-05-11,yes,plain
SanjayBhai,3,Purple,Purple,Blue,Diamond,10,2024-04-27,no,micro
Shiv VipulBhai,4,Ruby,Pink,Pink,Flower,18,2023-06-16,yes,micro
VirajBhai,5,Pink,Pink,Pink,Square,2,2023-03-28,no,micro
VirajBhai,2,White,Purple,White,Marquise,26,2023-11-10,yes,plain
SanjayBhai,2,Blue,Purple,White,Oval,22,2023-08-27,yes,plain
MRP MukeshBhai,3,Green,Purple,Pink,Star,18,2024-03-02,yes,micro
Aditi Ornaments,2,Purple,Green,Pink,Oval,22,2024-08-11,yes,plain
Aditi Ornaments,4,White,Ruby,Ruby,Diamond,18,2024-02-07,yes,micro
SanjayBhai,2,Green,Purple,Purple,Heart,14,2025-02-13,no,plain
MRP MukeshBhai,3,Ruby,Green,Blue,Marquise,22,2024-01-02,no,plain
RakeshBhai,5,Pink,Blue,White,Hexagon,10,2024-06-30,yes,micro
AshishBhai,1,Pink,Ruby,Pink,Oval,26,2024-04-08,yes,micro
MRP MukeshBhai,4,White,Purple,Ruby,Hexagon,22,2024-05-05,yes,plain
Shiv VipulBhai,3,Green,Ruby,Green,Heart,22,2024-01-17,yes,plain
VirajBhai,6,Purple,Pink,White,Hexagon,14,2024-01-22,no,micro
VirajBhai,2,Green,Purple,Purple,Marquise,14,2024-01-14,yes,micro
Aditi Ornaments,3,Green,Ruby,Green,Club,26,2024-09-25,yes,plain
RakeshBhai,3,Pink,White,Green,Oval,18,2023-10-09,yes,plain
AshishBhai,5,Purple,White,Green,Star,6,2024-04-19,yes,micro
VirajBhai,5,Pink,Green,Green,Flower,14,2023-09-01,yes,micro
MRP MukeshBhai,1,Purple,Blue,Ruby,Oval,14,2023-12-12,no,plain
VirajBhai,2,White,Ruby,Ruby,Round,26,2023-11-05,yes,plain
AshishBhai,4,Pink,Purple,Green,Star,22,2023-04-15,yes,micro
RakeshBhai,6,Ruby,Pink,Green,Square,22,2023-04-04,yes,plain
Aditi Ornaments,3,Pink,Green,Ruby,Hexagon,10,2025-03-03,yes,plain
RakeshBhai,6,White,Ruby,Purple,Club,22,2025-03-09,yes,plain
Aditi Ornaments,3,White,Pink,Purple,Diamond,14,2023-04-01,yes,micro
MRP MukeshBhai,2,Green,Green,Pink,Club,2,2024-10-11,yes,micro
Aditi Ornaments,4,Ruby,Pink,Purple,Hexagon,18,2024-11-17,yes,plain
AshishBhai,4,Green,White,Ruby,Flower,22,2025-01-13,yes,plain
MRP MukeshBhai,3,Ruby,Purple,Blue,Oval,22,2023-08-06,yes,plain
AshishBhai,3,Blue,Purple,White,Round,18,2023-10-13,yes,micro
Shiv VipulBhai,7,White,Blue,Blue,Flower,2,2023-06-22,yes,micro
SanjayBhai,8,White,Green,Purple,Hexagon,10,2023-06-25,yes,plain
AshishBhai,2,Pink,Ruby,Purple,Diamond,22,2025-02-13,yes,micro
AshishBhai,6,Purple,Green,White,Square,6,2024-03-04,yes,micro
Shiv VipulBhai,3,Blue,Pink,Green,Round,18,2023-10-10,yes,micro
Aditi Ornaments,3,Pink,Green,White,Marquise,14,2025-02-02,yes,micro
Aditi Ornaments,4,Green,White,Purple,Club,26,2024-06-09,yes,micro
AshishBhai,4,White,Ruby,Green,Hexagon,10,2024-07-11,no,plain
Aditi Ornaments,3,Purple,Purple,Pink,Hexagon,22,2024-01-15,yes,plain
VirajBhai,2,White,Purple,Ruby,Marquise,22,2025-01-28,yes,micro
VirajBhai,2,White,White,Purple,Oval,22,2023-10-10,yes,micro
VirajBhai,2,Ruby,Pink,White,Square,18,2024-01-26,yes,plain
MRP MukeshBhai,5,White,Ruby,Purple,Heart,18,2023-05-10,yes,plain
AshishBhai,3,Purple,White,Blue,Hexagon,18,2023-12-27,yes,plain
VirajBhai,5,Purple,Green,White,Club,26,2023-06-17,yes,micro
MRP MukeshBhai,5,Pink,Ruby,Pink,Club,18,2024-11-09,yes,plain
MRP MukeshBhai,2,Ruby,White,Blue,Round,18,2023-12-09,yes,micro
VirajBhai,3,Green,Green,Green,Oval,10,2024-08-12,yes,micro
AshishBhai,6,Green,White,Pink,Diamond,18,2024-01-27,yes,plain
MRP MukeshBhai,3,Ruby,White,Purple,Diamond,6,2023-03-24,yes,plain
Shiv VipulBhai,4,Ruby,Purple,Pink,Hexagon,22,2025-01-11,yes,plain
Shiv VipulBhai,7,Purple,White,Green,Hexagon,10,2024-02-04,yes,micro
VirajBhai,3,Green,Purple,Ruby,Heart,18,2023-09-06,yes,plain
SanjayBhai,4,Ruby,Purple,White,Hexagon,22,2023-05-15,yes,plain
MRP MukeshBhai,4,Green,Blue,White,Heart,18,2023-08-01,yes,micro
VirajBhai,2,Blue,Ruby,Purple,Round,18,2024-05-18,yes,plain
Shiv VipulBhai,2,White,Ruby,Pink,Marquise,26,2023-06-11,yes,plain
SanjayBhai,3,Purple,Ruby,Pink,Diamond,2,2023-09-08,yes,plain
MRP MukeshBhai,8,Green,Purple,Blue,Star,26,2024-01-22,yes,plain
SanjayBhai,3,Blue,Purple,Pink,Oval,26,2023-12-11,yes,micro
RakeshBhai,3,Pink,Purple,White,Round,6,2023-12-31,yes,micro
SanjayBhai,6,Blue,Blue,Green,Club,10,2025-03-04,yes,plain
VirajBhai,4,Purple,Purple,Ruby,Club,26,2025-01-27,yes,plain
MRP MukeshBhai,8,Pink,Purple,Purple,Star,10,2023-08-23,yes,micro
AshishBhai,3,White,White,Blue,Square,6,2024-06-09,yes,plain
SanjayBhai,4,Pink,Green,Ruby,Flower,6,2024-10-06,yes,micro
SanjayBhai,1,Blue,Ruby,Green,Marquise,22,2024-01-09,yes,micro
SanjayBhai,6,Purple,Green,Green,Square,10,2025-01-21,yes,plain
SanjayBhai,3,Green,Green,Green,Marquise,10,2024-07-20,yes,plain
AshishBhai,1,Pink,Pink,Ruby,Marquise,18,2024-04-05,yes,plain
Shiv VipulBhai,5,White,Ruby,Pink,Square,10,2024-10-07,yes,micro
SanjayBhai,4,Purple,White,Pink,Diamond,18,2023-08-22,yes,micro
SanjayBhai,6,Pink,Purple,Ruby,Heart,14,2023-09-11,yes,micro
Aditi Ornaments,2,White,Pink,Pink,Oval,22,2023-07-20,yes,plain
RakeshBhai,7,Pink,Purple,White,Flower,2,2024-03-15,no,micro
Aditi Ornaments,3,Green,Pink,White,Oval,2,2023-11-07,yes,micro
AshishBhai,8,Purple,Blue,Pink,Hexagon,10,2024-08-23,yes,plain
SanjayBhai,6,Ruby,Purple,White,Star,6,2024-12-01,yes,micro
AshishBhai,6,Pink,Blue,Purple,Club,10,2025-01-07,yes,micro
Shiv VipulBhai,5,Pink,White,White,Hexagon,26,2024-01-25,yes,micro
AshishBhai,3,Blue,Ruby,Purple,Square,26,2025-02-08,yes,plain
MRP MukeshBhai,1,Pink,Green,White,Marquise,26,2023-06-26,yes,plain
AshishBhai,3,White,Pink,Pink,Flower,2,2023-03-30,yes,micro
Shiv VipulBhai,2,Ruby,Pink,White,Round,14,2025-01-15,yes,plain
VirajBhai,2,Blue,Pink,Purple,Marquise,2,2024-12-25,yes,micro
MRP MukeshBhai,6,Pink,Green,Ruby,Square,18,2023-10-02,no,plain
RakeshBhai,1,Green,Purple,Purple,Oval,10,2024-02-09,yes,micro
VirajBhai,1,Green,Pink,White,Round,2,2024-05-02,yes,plain
Shiv VipulBhai,1,Pink,Blue,Purple,Marquise,18,2023-08-31,yes,plain
Shiv VipulBhai,3,Blue,Green,Pink,Round,14,2025-01-13,no,plain
